,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia
16796,Man,35-39,India,Master’s degree,Program/Project Manager,Computers/Technology,0-49 employees
16797,Man,40-44,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Government/Public Service,"10,000 or more employees"
16798,Woman,25-29,United States of America,Bachelor’s degree,Student,,
16799,Woman,25-29,India,Master’s degree,Machine Learning Engineer,Insurance/Risk Assessment,50-249 employees
16800,Woman,30-34,United States of America,Master’s degree,Student,,
16801,Woman,30-34,United States of America,Doctoral degree,Data Scientist,Computers/Technology,250-999 employees
16802,Man,18-21,China,Master’s degree,Student,,
16803,Man,45-49,Russia,Bachelor’s degree,Student,,
16804,Man,35-39,Pakistan,Bachelor’s degree,Currently not employed,,
16805,Man,35-39,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,,
16806,Man,30-34,India,Bachelor’s degree,Other,Computers/Technology,"1000-9,999 employees"
16807,Man,25-29,Japan,Bachelor’s degree,Software Engineer,,
16808,Man,50-54,Italy,Master’s degree,Other,Accounting/Finance,"1000-9,999 employees"
16809,Woman,22-24,Colombia,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,50-249 employees
16810,Man,22-24,India,Bachelor’s degree,Student,,
16811,Man,18-21,Pakistan,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees
16812,Man,25-29,United States of America,Bachelor’s degree,Student,,
16813,Man,25-29,Other,Some college/university study without earning a bachelor’s degree,Student,,
16814,Man,30-34,Israel,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,50-249 employees
16815,Man,30-34,Argentina,Master’s degree,Data Analyst,Online Business/Internet-based Sales,0-49 employees
16816,Man,25-29,Ghana,Bachelor’s degree,Student,,
16817,Woman,22-24,Nigeria,Master’s degree,Student,,
16818,Man,22-24,Other,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
16819,Man,70+,United States of America,Bachelor’s degree,Other,Other,0-49 employees
16820,Woman,30-34,Japan,Master’s degree,Student,,
16821,Woman,25-29,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
16822,Man,45-49,Greece,Master’s degree,Software Engineer,Computers/Technology,50-249 employees
16823,Man,35-39,Italy,Doctoral degree,Other,Manufacturing/Fabrication,"10,000 or more employees"
16824,Man,18-21,India,Bachelor’s degree,Student,,
16825,Man,18-21,India,Bachelor’s degree,Student,,
16826,Man,18-21,Nepal,Some college/university study without earning a bachelor’s degree,Student,,
16827,Man,18-21,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees
16828,Man,35-39,Viet Nam,Master’s degree,Currently not employed,,
16829,Woman,35-39,Turkey,Master’s degree,Data Scientist,Academics/Education,"1000-9,999 employees"
16830,Man,18-21,United States of America,Some college/university study without earning a bachelor’s degree,Student,,
16831,Man,18-21,India,Master’s degree,Student,,
16832,Man,22-24,Viet Nam,Master’s degree,Student,,
16833,Man,18-21,Italy,Some college/university study without earning a bachelor’s degree,Student,,
16834,Man,22-24,France,Master’s degree,Data Scientist,Hospitality/Entertainment/Sports,50-249 employees
16835,Man,35-39,Portugal,Doctoral degree,Currently not employed,,
16836,Man,18-21,United States of America,Bachelor’s degree,Student,,
16837,Man,35-39,Colombia,Master’s degree,Business Analyst,Accounting/Finance,"10,000 or more employees"
16838,Man,30-34,Brazil,Bachelor’s degree,Student,,
16839,Man,45-49,South Korea,No formal education past high school,Data Scientist,Accounting/Finance,0-49 employees
16840,Woman,18-21,India,Bachelor’s degree,Student,,
16841,Nonbinary,22-24,Australia,Some college/university study without earning a bachelor’s degree,Student,,
16842,Man,40-44,India,Master’s degree,Student,,
16843,Man,25-29,Pakistan,Master’s degree,Student,,
16844,Woman,18-21,India,Bachelor’s degree,Student,,
16845,Man,40-44,Switzerland,Doctoral degree,Statistician,Medical/Pharmaceutical,"10,000 or more employees"
16846,Man,35-39,United States of America,Doctoral degree,Research Scientist,Computers/Technology,"10,000 or more employees"
16847,Man,18-21,Viet Nam,Some college/university study without earning a bachelor’s degree,Research Scientist,,
16848,Man,40-44,Brazil,Master’s degree,Program/Project Manager,Government/Public Service,"10,000 or more employees"
16849,Man,18-21,India,Master’s degree,Student,,
16850,Man,60-69,France,Master’s degree,Data Scientist,Computers/Technology,250-999 employees
16851,Man,22-24,Nigeria,Master’s degree,Data Scientist,Computers/Technology,250-999 employees
16852,Man,22-24,China,Master’s degree,Student,,
16853,Prefer not to say,45-49,I do not wish to disclose my location,Master’s degree,Other,Medical/Pharmaceutical,"10,000 or more employees"
16854,Man,22-24,China,Master’s degree,Student,,
16855,Man,18-21,United States of America,Bachelor’s degree,Student,,
16856,Woman,40-44,United States of America,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,"10,000 or more employees"
16857,Man,45-49,Germany,Master’s degree,Data Engineer,Computers/Technology,"1000-9,999 employees"
16858,Man,22-24,Kenya,Bachelor’s degree,Student,,
16859,Woman,18-21,India,Bachelor’s degree,Student,,
16860,Man,70+,Japan,Master’s degree,Data Analyst,Academics/Education,0-49 employees
16861,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees
16862,Man,35-39,India,Some college/university study without earning a bachelor’s degree,Currently not employed,,
16863,Man,35-39,"Iran, Islamic Republic of...",Doctoral degree,Currently not employed,,
16864,Man,22-24,Bangladesh,Doctoral degree,Data Scientist,Computers/Technology,50-249 employees
16865,Man,25-29,India,Doctoral degree,Student,,
16866,Man,45-49,South Africa,Bachelor’s degree,Currently not employed,,
16867,Man,35-39,I do not wish to disclose my location,Master’s degree,Data Scientist,Retail/Sales,"10,000 or more employees"
16868,Man,18-21,India,Bachelor’s degree,Data Analyst,Other,0-49 employees
16869,Man,25-29,India,I prefer not to answer,Other,Manufacturing/Fabrication,"10,000 or more employees"
16870,Man,25-29,India,Bachelor’s degree,Data Scientist,Computers/Technology,250-999 employees
16871,Man,45-49,Canada,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
16872,Man,18-21,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,"1000-9,999 employees"
16873,Man,18-21,India,Bachelor’s degree,Student,,
16874,Man,22-24,Other,Master’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees"
16875,Man,30-34,Other,Doctoral degree,Data Scientist,Hospitality/Entertainment/Sports,0-49 employees
16876,Man,25-29,Other,Bachelor’s degree,Student,,
16877,Man,40-44,India,Master’s degree,Data Scientist,Medical/Pharmaceutical,"10,000 or more employees"
16878,Man,45-49,Colombia,Bachelor’s degree,Software Engineer,Insurance/Risk Assessment,50-249 employees
16879,Man,25-29,Thailand,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
16880,Man,35-39,Chile,Doctoral degree,Research Scientist,Medical/Pharmaceutical,250-999 employees
16881,Man,35-39,Nigeria,Professional doctorate,Software Engineer,Energy/Mining,"1000-9,999 employees"
16882,Man,22-24,Spain,Doctoral degree,Research Scientist,Medical/Pharmaceutical,"1000-9,999 employees"
16883,Man,35-39,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,"1000-9,999 employees"
16884,Man,40-44,Japan,Bachelor’s degree,Currently not employed,,
16885,Man,25-29,Italy,Professional doctorate,Research Scientist,Academics/Education,0-49 employees
16886,Man,18-21,Nigeria,Bachelor’s degree,Student,,
16887,Man,50-54,Australia,Master’s degree,Program/Project Manager,Government/Public Service,250-999 employees
16888,Man,60-69,India,Master’s degree,Software Engineer,Retail/Sales,"1000-9,999 employees"
16889,Woman,50-54,India,Master’s degree,Currently not employed,,
16890,Man,50-54,Brazil,Master’s degree,Research Scientist,Computers/Technology,250-999 employees
16891,Woman,18-21,India,Bachelor’s degree,Student,,
16892,Man,25-29,India,Bachelor’s degree,Business Analyst,Computers/Technology,0-49 employees
16893,Man,30-34,India,Bachelor’s degree,Other,Computers/Technology,"1000-9,999 employees"
16894,Man,22-24,Egypt,Master’s degree,Currently not employed,,
16895,Man,25-29,Brazil,Bachelor’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
16896,Man,40-44,Austria,Doctoral degree,Other,Computers/Technology,250-999 employees
16897,Man,25-29,Thailand,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Medical/Pharmaceutical,0-49 employees
16898,Man,35-39,India,Master’s degree,Data Scientist,Broadcasting/Communications,"1000-9,999 employees"
16899,Woman,18-21,India,Master’s degree,Data Analyst,Marketing/CRM,0-49 employees
16900,Man,22-24,Japan,Doctoral degree,Student,,
16901,Man,60-69,Russia,Bachelor’s degree,DBA/Database Engineer,Online Service/Internet-based Services,0-49 employees
16902,Woman,30-34,Germany,Master’s degree,Research Scientist,Academics/Education,"1000-9,999 employees"
16903,Man,60-69,Australia,Some college/university study without earning a bachelor’s degree,Data Engineer,Government/Public Service,"1000-9,999 employees"
16904,Man,35-39,France,Master’s degree,Machine Learning Engineer,Computers/Technology,"1000-9,999 employees"
16905,Man,55-59,Peru,Master’s degree,Other,Academics/Education,250-999 employees
16906,Woman,22-24,Egypt,Bachelor’s degree,Currently not employed,,
16907,Man,18-21,Kenya,Bachelor’s degree,Student,,
16908,Woman,22-24,Other,Bachelor’s degree,Business Analyst,Academics/Education,"1000-9,999 employees"
16909,Man,22-24,France,Master’s degree,Student,,
16910,Man,50-54,United States of America,Master’s degree,Program/Project Manager,Online Service/Internet-based Services,0-49 employees
16911,Man,40-44,Ghana,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
16912,Man,35-39,South Korea,Bachelor’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees"
16913,Man,22-24,India,Bachelor’s degree,Student,,
16914,Man,25-29,United States of America,Bachelor’s degree,Student,,
16915,Woman,40-44,United States of America,Bachelor’s degree,Student,,
16916,Woman,25-29,United States of America,Master’s degree,Other,Retail/Sales,50-249 employees
16917,Man,50-54,Austria,Master’s degree,Data Scientist,Insurance/Risk Assessment,"10,000 or more employees"
16918,Man,40-44,Nigeria,Bachelor’s degree,Business Analyst,Other,0-49 employees
16919,Man,30-34,Japan,Bachelor’s degree,Research Scientist,Academics/Education,0-49 employees
16920,Woman,22-24,Other,Bachelor’s degree,Machine Learning Engineer,,
16921,Man,35-39,Japan,Master’s degree,Product Manager,Shipping/Transportation,"10,000 or more employees"
16922,Man,25-29,Mexico,Bachelor’s degree,Currently not employed,,
16923,Man,22-24,India,Bachelor’s degree,Student,,
16924,Man,25-29,Turkey,Some college/university study without earning a bachelor’s degree,Student,,
16925,Man,40-44,Other,Bachelor’s degree,Data Analyst,Retail/Sales,250-999 employees
16926,Man,18-21,Viet Nam,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees
16927,Man,25-29,India,Master’s degree,Business Analyst,Insurance/Risk Assessment,"1000-9,999 employees"
16928,Man,25-29,Australia,Master’s degree,Student,,
16929,Man,25-29,India,Master’s degree,Other,Academics/Education,50-249 employees
16930,Man,40-44,India,Master’s degree,Data Scientist,Government/Public Service,50-249 employees
16931,Man,60-69,Israel,Master’s degree,Software Engineer,Computers/Technology,0-49 employees
16932,Man,18-21,India,Bachelor’s degree,Student,,
16933,Woman,18-21,India,Bachelor’s degree,Data Analyst,Computers/Technology,50-249 employees
16934,Man,18-21,India,Bachelor’s degree,Student,,
16935,Man,30-34,Germany,Master’s degree,Program/Project Manager,Other,"1000-9,999 employees"
16936,Man,35-39,Sweden,Master’s degree,Research Scientist,Medical/Pharmaceutical,"1000-9,999 employees"
16937,Man,30-34,Japan,Bachelor’s degree,DBA/Database Engineer,Online Service/Internet-based Services,"1000-9,999 employees"
16938,Man,25-29,Israel,Master’s degree,Data Scientist,Academics/Education,0-49 employees
16939,Man,30-34,Russia,Master’s degree,Data Scientist,Academics/Education,0-49 employees
16940,Man,18-21,United States of America,Bachelor’s degree,Student,,
16941,Man,30-34,Brazil,Bachelor’s degree,Student,,
16942,Man,25-29,India,Master’s degree,Other,Accounting/Finance,"1000-9,999 employees"
16943,Man,25-29,Spain,Bachelor’s degree,Machine Learning Engineer,Broadcasting/Communications,"10,000 or more employees"
16944,Man,40-44,India,Master’s degree,Program/Project Manager,Energy/Mining,"1000-9,999 employees"
16945,Man,35-39,Sweden,Master’s degree,Software Engineer,Online Service/Internet-based Services,"1000-9,999 employees"
16946,Man,45-49,Poland,Master’s degree,Software Engineer,Computers/Technology,250-999 employees
16947,Man,30-34,Indonesia,No formal education past high school,Other,Online Service/Internet-based Services,0-49 employees
16948,Man,18-21,Turkey,No formal education past high school,Student,,
16949,Man,35-39,Israel,Bachelor’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees"
16950,Man,22-24,Israel,Bachelor’s degree,Software Engineer,Computers/Technology,50-249 employees
16951,Man,25-29,India,Bachelor’s degree,Currently not employed,,
16952,Man,18-21,India,Bachelor’s degree,Student,,
16953,Man,18-21,Other,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees
16954,Man,50-54,Argentina,Master’s degree,Program/Project Manager,Retail/Sales,0-49 employees
16955,Man,35-39,Spain,Master’s degree,Data Scientist,Accounting/Finance,50-249 employees
16956,Woman,25-29,Algeria,Doctoral degree,Research Scientist,Computers/Technology,"1000-9,999 employees"
16957,Man,35-39,United States of America,Master’s degree,Program/Project Manager,Accounting/Finance,"10,000 or more employees"
16958,Man,22-24,India,Master’s degree,Currently not employed,,
16959,Man,30-34,India,Master’s degree,Software Engineer,Manufacturing/Fabrication,"1000-9,999 employees"
16960,Man,25-29,India,Master’s degree,Machine Learning Engineer,Shipping/Transportation,"10,000 or more employees"
16961,Man,18-21,India,Bachelor’s degree,Student,,
16962,Man,70+,Chile,Bachelor’s degree,DBA/Database Engineer,Retail/Sales,"10,000 or more employees"
16963,Man,40-44,China,Some college/university study without earning a bachelor’s degree,Student,,
16964,Woman,45-49,India,Doctoral degree,Other,Academics/Education,"1000-9,999 employees"
