,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia,continente,rama
16260,Man,40-44,United States of America,Master’s degree,Data Analyst,Energy/Mining,0-49 employees,América del Norte,data
16264,Woman,22-24,Kenya,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,0-49 employees,África,data
16265,Man,18-21,Russia,Bachelor’s degree,Software Engineer,Academics/Education,"1000-9,999 employees",Europa,developer
16266,Man,40-44,Russia,Master’s degree,Data Scientist,Medical/Pharmaceutical,50-249 employees,Europa,data
16267,Man,30-34,India,Bachelor’s degree,Data Analyst,Non-profit/Service,"1000-9,999 employees",Asia,data
16270,Man,30-34,Ukraine,Master’s degree,Software Engineer,,,Europa,developer
16272,Man,40-44,Argentina,Doctoral degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",América del Sur,data
16273,Man,45-49,Taiwan,Master’s degree,Research Scientist,Broadcasting/Communications,"10,000 or more employees",Asia,data
16276,Woman,22-24,Nigeria,Master’s degree,Software Engineer,Accounting/Finance,"1000-9,999 employees",África,developer
16279,Man,25-29,Nigeria,Bachelor’s degree,Data Scientist,Government/Public Service,0-49 employees,África,data
16280,Man,40-44,Turkey,Doctoral degree,Research Scientist,Energy/Mining,0-49 employees,Asia,data
16281,Man,40-44,Poland,Master’s degree,Software Engineer,Accounting/Finance,0-49 employees,Europa,developer
16282,Man,35-39,Brazil,Master’s degree,Data Analyst,Marketing/CRM,0-49 employees,América del Sur,data
16285,Man,50-54,United States of America,Bachelor’s degree,Business Analyst,Accounting/Finance,"1000-9,999 employees",América del Norte,data
16288,Man,45-49,United States of America,Master’s degree,Research Scientist,Insurance/Risk Assessment,0-49 employees,América del Norte,data
16289,Man,22-24,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,"10,000 or more employees",Asia,data
16293,Man,22-24,India,Master’s degree,Business Analyst,Marketing/CRM,"1000-9,999 employees",Asia,data
16294,Man,22-24,India,Bachelor’s degree,Business Analyst,Accounting/Finance,"10,000 or more employees",Asia,data
16295,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer
16298,Man,25-29,India,Master’s degree,Machine Learning Engineer,Insurance/Risk Assessment,50-249 employees,Asia,data
16299,Man,30-34,India,Master’s degree,Product Manager,Other,50-249 employees,Asia,other
16300,Woman,30-34,India,Master’s degree,Software Engineer,Academics/Education,50-249 employees,Asia,developer
16301,Man,50-54,United States of America,Bachelor’s degree,DBA/Database Engineer,Academics/Education,"1000-9,999 employees",América del Norte,data
16304,Woman,45-49,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Research Scientist,Manufacturing/Fabrication,"10,000 or more employees",Europa,data
16306,Man,22-24,Turkey,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data
16308,Man,25-29,China,Master’s degree,Data Engineer,Computers/Technology,"10,000 or more employees",Asia,data
16313,Man,30-34,South Korea,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer
16315,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data
16316,Woman,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer
16317,Man,35-39,India,Master’s degree,Program/Project Manager,Medical/Pharmaceutical,"10,000 or more employees",Asia,other
16321,Man,30-34,Brazil,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",América del Sur,data
16323,Woman,25-29,United States of America,Master’s degree,Data Scientist,Computers/Technology,250-999 employees,América del Norte,data
16324,Man,30-34,Israel,Master’s degree,Data Analyst,Marketing/CRM,50-249 employees,Asia,data
16326,Man,22-24,Ukraine,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Europa,data
16328,Man,40-44,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Business Analyst,Marketing/CRM,0-49 employees,África,data
16329,Man,30-34,India,Master’s degree,Data Engineer,Computers/Technology,250-999 employees,Asia,data
16331,Man,18-21,India,Bachelor’s degree,Data Analyst,Non-profit/Service,50-249 employees,Asia,data
16332,Man,35-39,Peru,Master’s degree,Program/Project Manager,,,América del Sur,other
16333,Man,25-29,India,Master’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees",Asia,data
16344,Man,35-39,Japan,Master’s degree,Business Analyst,Non-profit/Service,"10,000 or more employees",Asia,data
16350,Man,40-44,India,Master’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data
16351,Man,35-39,Japan,Some college/university study without earning a bachelor’s degree,Program/Project Manager,Computers/Technology,250-999 employees,Asia,other
16353,Man,35-39,United States of America,Bachelor’s degree,Data Analyst,,,América del Norte,data
16354,Man,35-39,Canada,Doctoral degree,Research Scientist,Academics/Education,"10,000 or more employees",América del Norte,data
16355,Man,45-49,Japan,Bachelor’s degree,Software Engineer,Manufacturing/Fabrication,"10,000 or more employees",Asia,developer
16357,Woman,30-34,Taiwan,No formal education past high school,Machine Learning Engineer,Broadcasting/Communications,0-49 employees,Asia,data
16358,Man,45-49,Brazil,Bachelor’s degree,Product Manager,Accounting/Finance,0-49 employees,América del Sur,other
16359,Man,22-24,India,Bachelor’s degree,Data Engineer,Other,0-49 employees,Asia,data
16361,Man,35-39,United States of America,Master’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees",América del Norte,data
16363,Man,40-44,Switzerland,Doctoral degree,Business Analyst,Computers/Technology,"1000-9,999 employees",Europa,data
16366,Man,35-39,Turkey,Professional doctorate,Data Scientist,Computers/Technology,50-249 employees,Asia,data
16367,Man,30-34,United States of America,Master’s degree,Data Scientist,Broadcasting/Communications,"1000-9,999 employees",América del Norte,data
16368,Man,30-34,Japan,Bachelor’s degree,Program/Project Manager,Computers/Technology,"1000-9,999 employees",Asia,other
16370,Man,25-29,India,No formal education past high school,Data Analyst,,,Asia,data
16371,Man,40-44,India,Master’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees",Asia,developer
16372,Man,25-29,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,0-49 employees,África,data
16374,Man,35-39,Spain,Master’s degree,Business Analyst,Manufacturing/Fabrication,"10,000 or more employees",Europa,data
16375,Woman,35-39,Israel,Master’s degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data
16376,Man,18-21,India,Bachelor’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data
16380,Man,25-29,India,Master’s degree,Research Scientist,Energy/Mining,"10,000 or more employees",Asia,data
16381,Man,60-69,Sweden,Bachelor’s degree,Program/Project Manager,Government/Public Service,"10,000 or more employees",Europa,other
16382,Woman,30-34,India,Master’s degree,Data Analyst,Accounting/Finance,"1000-9,999 employees",Asia,data
16384,Man,25-29,India,Master’s degree,Statistician,Accounting/Finance,"1000-9,999 employees",Asia,other
16386,Man,22-24,Indonesia,Bachelor’s degree,Software Engineer,Government/Public Service,"1000-9,999 employees",Asia,developer
16387,Man,45-49,Kazakhstan,Master’s degree,Program/Project Manager,Computers/Technology,50-249 employees,Asia,other
16389,Man,35-39,France,Bachelor’s degree,Program/Project Manager,Government/Public Service,"10,000 or more employees",Europa,other
16391,Man,35-39,United States of America,Master’s degree,Machine Learning Engineer,Energy/Mining,"1000-9,999 employees",América del Norte,data
16392,Man,35-39,Russia,I prefer not to answer,Business Analyst,Accounting/Finance,0-49 employees,Europa,data
16393,Man,45-49,France,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Europa,data
16395,Man,30-34,United States of America,Doctoral degree,Research Scientist,Computers/Technology,250-999 employees,América del Norte,data
16399,Man,25-29,Netherlands,Master’s degree,Data Scientist,Medical/Pharmaceutical,0-49 employees,Europa,data
16402,Man,35-39,United States of America,Master’s degree,Data Analyst,Other,"1000-9,999 employees",América del Norte,data
16403,Man,35-39,Turkey,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",Asia,data
16405,Man,35-39,Saudi Arabia,Doctoral degree,Data Scientist,Academics/Education,"1000-9,999 employees",Asia,data
16406,Man,25-29,Nigeria,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees,África,data
16408,Man,22-24,India,Master’s degree,Data Scientist,Other,0-49 employees,Asia,data
16410,Man,45-49,United States of America,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,"1000-9,999 employees",América del Norte,data
16411,Man,50-54,United States of America,Master’s degree,Software Engineer,Computers/Technology,0-49 employees,América del Norte,developer
16412,Man,40-44,Brazil,Master’s degree,Program/Project Manager,Manufacturing/Fabrication,250-999 employees,América del Sur,other
16415,Woman,22-24,Thailand,Master’s degree,Data Analyst,Computers/Technology,50-249 employees,Asia,data
16416,Woman,22-24,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees",Asia,developer
16417,Man,25-29,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees",Asia,developer
16418,Man,30-34,United States of America,Doctoral degree,Data Scientist,Other,0-49 employees,América del Norte,data
16419,Man,22-24,Romania,Master’s degree,Software Engineer,,,Europa,developer
16422,Man,35-39,United States of America,Master’s degree,Data Engineer,Medical/Pharmaceutical,"1000-9,999 employees",América del Norte,data
16423,Man,40-44,Germany,Doctoral degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Europa,data
16427,Man,25-29,France,Master’s degree,Machine Learning Engineer,Energy/Mining,0-49 employees,Europa,data
16428,Man,22-24,China,Doctoral degree,Data Engineer,Academics/Education,0-49 employees,Asia,data
16429,Woman,35-39,Morocco,Master’s degree,Data Scientist,Medical/Pharmaceutical,0-49 employees,África,data
16431,Man,30-34,United States of America,Doctoral degree,Data Scientist,Medical/Pharmaceutical,"10,000 or more employees",América del Norte,data
16436,Man,25-29,India,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data
16438,Man,30-34,Brazil,Doctoral degree,Data Scientist,Academics/Education,250-999 employees,América del Sur,data
16439,Man,35-39,Turkey,Bachelor’s degree,Data Engineer,Broadcasting/Communications,"10,000 or more employees",Asia,data
16444,Man,30-34,India,Bachelor’s degree,Program/Project Manager,Hospitality/Entertainment/Sports,"1000-9,999 employees",Asia,other
16445,Man,35-39,Singapore,Bachelor’s degree,Data Analyst,Retail/Sales,"1000-9,999 employees",Asia,data
16447,Woman,22-24,United States of America,Bachelor’s degree,Research Scientist,Academics/Education,"1000-9,999 employees",América del Norte,data
16448,Man,22-24,Japan,Master’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data
16449,Man,35-39,Bangladesh,Master’s degree,Product Manager,Non-profit/Service,0-49 employees,Asia,other
16451,Man,35-39,Peru,Master’s degree,Business Analyst,Computers/Technology,250-999 employees,América del Sur,data
16454,Man,60-69,United States of America,Master’s degree,Software Engineer,Computers/Technology,50-249 employees,América del Norte,developer
16455,Man,25-29,India,Bachelor’s degree,Data Analyst,Academics/Education,"1000-9,999 employees",Asia,data
16456,Man,25-29,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees",Asia,data
16458,Man,35-39,India,Master’s degree,Software Engineer,Online Service/Internet-based Services,"1000-9,999 employees",Asia,developer
16459,Man,60-69,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees",Europa,developer
16460,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Data Engineer,Other,0-49 employees,Asia,data
16462,Man,25-29,France,Master’s degree,Data Scientist,Broadcasting/Communications,"10,000 or more employees",Europa,data
16465,Man,25-29,India,I prefer not to answer,Data Scientist,Academics/Education,250-999 employees,Asia,data
16466,Man,50-54,Spain,Doctoral degree,Research Scientist,Academics/Education,"10,000 or more employees",Europa,data
16467,Man,35-39,Russia,No formal education past high school,Software Engineer,Accounting/Finance,0-49 employees,Europa,developer
16468,Man,30-34,India,Master’s degree,Business Analyst,Computers/Technology,"1000-9,999 employees",Asia,data
16471,Man,50-54,Netherlands,Master’s degree,Product Manager,Broadcasting/Communications,0-49 employees,Europa,other
16472,Man,25-29,Egypt,Bachelor’s degree,Data Analyst,Shipping/Transportation,0-49 employees,África,data
16473,Man,30-34,Italy,Master’s degree,Machine Learning Engineer,Manufacturing/Fabrication,0-49 employees,Europa,data
16475,Man,22-24,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,50-249 employees,África,data
16476,Man,25-29,Peru,Bachelor’s degree,Data Analyst,Government/Public Service,"1000-9,999 employees",América del Sur,data
16479,Man,35-39,Russia,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Europa,data
16482,Woman,30-34,Kenya,Master’s degree,Business Analyst,Accounting/Finance,"1000-9,999 employees",África,data
16483,Man,45-49,Malaysia,Doctoral degree,Program/Project Manager,Academics/Education,"1000-9,999 employees",Asia,other
16485,Man,35-39,Taiwan,Master’s degree,Data Analyst,Online Service/Internet-based Services,50-249 employees,Asia,data
